New_Index,Index,Unnamed: 0,track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre,joy,sadness,anticipation,surprise,anger,fear,disgust,trust,喜び,悲しみ,期待,驚き,怒り,恐れ,嫌悪,信頼
1720,2133,5872,7ml6NhIU4YiIeAtog31ZF1,Khantrast;Junoflo,Big Stunna,Big Stunna,53,144917,True,0.884,0.804,7,-6.923,1,0.15,0.162,0.0,0.151,0.835,105.944,4,anime,,,,,,,,,0.7481264,0.016215568,0.13645716,0.03814392,0.003067707,0.008727574,0.01226863,0.036993045
1721,2134,5874,3TeMXdcKef8xeWrjepm2IP,MY FIRST STORY,King & Ashley,King & Ashley,51,203786,False,0.528,0.957,5,-4.358,1,0.11,0.000127,0.0,0.119,0.444,107.556,4,anime,,,,,,,,,0.28232127,0.019203743,0.63661367,0.024884645,0.002388444,0.013389007,0.006769243,0.014430036
1722,2135,5876,3E5HwkuvaaW60z6lLHj5D4,Aimer,オアイコ,オアイコ,60,234541,False,0.64,0.718,1,-5.088,1,0.0649,0.0629,0.0,0.0946,0.735,92.989,4,anime,,,,,,,,,0.07182332,0.0980663,0.5714272,0.01504338,0.026127124,0.079501666,0.12277024,0.015240754
1723,2136,5877,6ov7dWfxJsadTqkGZbmKOI,Nanawoakari,恋愛脳,恋愛脳,52,189839,False,0.682,0.941,0,-3.294,1,0.0371,0.0289,0.00899,0.25,0.922,156.099,4,anime,,,,,,,,,0.055800974,0.20137645,0.23901545,0.047119245,0.050005138,0.14739315,0.24785726,0.011432402
1724,2137,5881,5SGesS47gTWra708Z5LhVe,jon-YAKITORY;Ado,Rasen,Rasen,55,231247,False,0.672,0.761,4,-2.804,0,0.0489,0.0109,0.0,0.0846,0.302,104.964,4,anime,,,,,,,,,0.013047919,0.107824564,0.040135756,0.018003859,0.18114561,0.08733855,0.54707766,0.0054260567
1725,2138,5888,3yXUG6wZczeYgCE3L0z2pD,ENHYPEN,BORDER : DAY ONE,Intro : Walk the Line,52,108633,False,0.45,0.779,8,-5.327,0,0.0372,0.0147,0.000476,0.089,0.275,83.935,4,anime,,,,,,,,,0.41054553,0.03883083,0.41160646,0.05559766,0.007186829,0.02499008,0.027205838,0.02403685
1726,2139,5900,4rAzjtHqpKYZ9bVKMmaQLU,Ikimonogakari,桜咲く街物語,HANABI,53,266440,False,0.447,0.962,7,-2.219,1,0.164,0.0146,0.0,0.076,0.461,167.055,4,anime,,,,,,,,,0.37230837,0.024483316,0.49470884,0.03786919,0.0049641095,0.0196643,0.015144747,0.030857187
1727,2140,5901,1m3qFOyT5u01Yd2WBVX0cI,Sukima Switch,LINE,LINE,51,280760,False,0.506,0.875,1,-6.264,1,0.0478,0.017,7.32e-06,0.167,0.306,130.009,3,anime,,,,,,,,,0.04695545,0.03163285,0.8387738,0.01027829,0.005351014,0.042133518,0.018099632,0.00677544
1728,2141,5911,1calxl7TPBgr0E11lI9uD8,JUNNA,Here,Here,51,263693,False,0.594,0.801,7,-4.14,1,0.0459,0.483,0.0,0.196,0.594,108.071,3,anime,,,,,,,,,0.08139185,0.27762935,0.27735654,0.020312369,0.030078292,0.10556402,0.19485036,0.012817228
1729,2142,5917,5a3Q6vyaCNMtpQ5a1wnofp,Rei Yasuda,Will,Mirror,52,236586,False,0.517,0.916,6,-3.831,0,0.0684,0.000929,0.0,0.208,0.471,127.03,4,anime,,,,,,,,,0.14623086,0.043458115,0.7195476,0.009234329,0.007095455,0.025102077,0.030270467,0.019061098
1730,2143,5918,6Wg8f0n0KsKJNhwWOYjjYo,Celestial Alignment,Precious Moments,Heading Home,56,181636,False,0.724,0.112,11,-24.477,0,0.0349,0.658,0.853,0.116,0.157,109.948,4,anime,,,,,,,,,0.47905016,0.035180908,0.36824855,0.04532575,0.0065064183,0.017732043,0.023886455,0.02406975
1731,2144,5921,0essQdYYWaolOQq1MfVZ2o,LiSA,NEW ME,NEW ME,53,261238,False,0.274,0.719,8,-5.459,1,0.173,0.00386,2.03e-06,0.0715,0.281,185.038,4,anime,,,,,,,,,0.18289845,0.023399198,0.7379032,0.007698027,0.0032231926,0.015628923,0.011603738,0.017645348
1732,2146,5931,38gqeaSyRwk64S9Xf1xDzD,Otaku,Anime Lofi Vol. 1,The Hero (One Punch Man),52,101151,False,0.744,0.158,10,-11.529,0,0.043,0.231,0.852,0.104,0.112,140.19,4,anime,,,,,,,,,0.41746143,0.029289845,0.39092866,0.059939515,0.009972496,0.020424826,0.03422825,0.037755013
1733,2147,5936,3NbcxD3uC4aDsv87lwK1WM,Taku Iwasaki,JOJO'S BIZARRE ADVENTURE -O.S.T Battle Tendency [Musik],Overdrive,51,226706,False,0.576,0.822,1,-8.456,1,0.11,0.000909,0.537,0.11,0.193,134.981,4,anime,,,,,,,,,0.4213836,0.06397224,0.25306663,0.06296935,0.02530505,0.03525427,0.09234856,0.045700327
1734,2148,5951,4EkbGJChszyxhEP0bIwBSZ,Shoko Nakagawa,しょこたん☆べすと――(°∀°)――!!,空色デイズ,56,252173,False,0.382,0.949,11,-2.985,0,0.121,0.000375,9.62e-06,0.196,0.543,174.132,4,anime,,,,,,,,,0.2647357,0.027902704,0.6051922,0.02070802,0.0051036915,0.026714366,0.0163383,0.033304967
1735,2149,5952,0Nn9gfz60CyzqnFXiAphMs,Eve,レーゾンデートル,レーゾンデートル,53,222489,False,0.533,0.795,2,-3.319,0,0.044,8.95e-05,0.0,0.112,0.629,152.078,4,anime,,,,,,,,,0.02170185,0.24998309,0.05664755,0.0162527,0.07150574,0.117305964,0.46149668,0.005106411
1736,2150,5958,2lPuTPwMUBRpNfNrA7sfuT,佐々木恵梨,Period,Ring of Fortune,50,261399,False,0.53,0.787,1,-4.505,1,0.057,0.347,0.0,0.179,0.784,158.095,4,anime,,,,,,,,,0.37151963,0.099525005,0.3511377,0.022306079,0.007217288,0.084982574,0.031399265,0.031912543
1737,2151,5960,5RbMlPFL4gVyEHW2lEOuzG,Sukima Switch,夏雲ノイズ,奏(かなで),62,328626,False,0.519,0.666,10,-6.163,1,0.0262,0.553,0.000169,0.0948,0.461,149.839,4,anime,,,,,,,,,0.58386445,0.022408664,0.31489834,0.039695933,0.002743451,0.009871005,0.012667078,0.01385107
1738,2152,5961,4GQjav2jvs9tmbC0KkYtCj,KANA-BOON,きらりらり,きらりらり,52,222900,False,0.385,0.932,0,-2.27,1,0.0405,0.00378,0.00782,0.314,0.725,177.093,4,anime,,,,,,,,,0.34101784,0.033486545,0.5483361,0.015366907,0.0034707268,0.019406974,0.013236442,0.025678366
1739,2153,5962,4cXlM7IelyGNnaOiROPZqn,Kiro Akiyama,アイデンティティ,アイデンティティ,50,269813,False,0.264,0.889,8,-3.494,1,0.0589,9.8e-06,0.0396,0.0857,0.492,118.977,4,anime,,,,,,,,,0.43055567,0.09847874,0.3359517,0.01955586,0.007577469,0.03689546,0.035320494,0.035664577
1740,2154,5963,6zoNHckACUOGj2bERXgmnw,Reol,極彩色,MONSTER,55,201933,False,0.488,0.968,6,-1.55,0,0.25,0.0295,0.0,0.215,0.359,163.988,4,anime,,,,,,,,,0.59481806,0.034545787,0.221956,0.05949075,0.007671515,0.01789166,0.028255375,0.035370823
1741,2155,5964,3Uuf5AEoI5KoDqYPcITpWT,Jisatsu,Melancholy,Melancholy,53,166588,False,0.48,0.0419,1,-29.08,1,0.0356,0.981,0.905,0.365,0.107,85.008,4,anime,,,,,,,,,0.51632327,0.020666579,0.32382542,0.07902184,0.005361909,0.0122823,0.018240325,0.024278332
1742,2156,5965,4DPovSJonVPid3EDSxL9K8,Belle,Belle (Original Motion Picture Soundtrack),歌よ,52,239263,False,0.314,0.277,4,-12.458,0,0.0364,0.467,0.0216,0.157,0.161,87.004,3,anime,,,,,,,,,0.19633475,0.010525973,0.73209846,0.015867976,0.0035179937,0.011077613,0.008788683,0.021788526
1743,2157,5966,5vaJU5vIRhx6d6lgyYR1Bb,Haruka Tomatsu,Resolution,Resolution,52,290233,False,0.529,0.981,7,-1.278,1,0.131,0.15,0.0,0.401,0.501,97.583,4,anime,,,,,,,,,0.22680873,0.086156115,0.45368826,0.02878663,0.016100248,0.06899958,0.07778601,0.041674487
1744,2158,5968,0f5hcKLCRgpdVV424X4XDQ,LiSA,白銀,白銀,51,264666,False,0.485,0.888,11,-3.326,1,0.0489,0.00277,1.16e-06,0.373,0.282,142.983,4,anime,,,,,,,,,0.06199973,0.23765193,0.4110986,0.015105672,0.023711609,0.10097612,0.13862142,0.010834861
1745,2160,5979,2BRcPW3G9mgY0a5MUjlsJ0,Daddyphatsnaps,The GOAT (Whitebeard),The GOAT (Whitebeard),51,261269,False,0.706,0.614,10,-10.284,0,0.299,0.294,0.0,0.16,0.558,82.84,4,anime,,,,,,,,,0.59033203,0.03443852,0.19883735,0.064995036,0.00989791,0.020282762,0.037920844,0.043295577
1746,2162,5982,3pCpOaXuWTVc085Jyd0iLE,Fabvl,Moonwalker,Moonwalker,57,233240,True,0.522,0.718,1,-5.59,1,0.0458,0.000447,0.0,0.363,0.58,141.042,4,anime,,,,,,,,,0.6046674,0.023831148,0.2233994,0.06259903,0.006871519,0.014725151,0.02988403,0.034022268
1747,2163,5990,3jkDtDzZKCmWtDccH7UUsq,ENHYPEN,BORDER : DAY ONE,Outro : Cross the Line,50,115433,False,0.39,0.488,5,-9.482,1,0.0346,0.158,0.689,0.117,0.436,159.819,3,anime,,,,,,,,,0.6122257,0.025558637,0.27255747,0.029149061,0.0034719608,0.01224273,0.013138515,0.03165595
1748,2164,6000,0mJUxFpEI1eAOIIfnNoZ4G,Cradle Of Filth,Lovecraft & Witch Hearts,Hallowed Be Thy Name,51,430733,False,0.428,0.972,2,-1.998,0,0.0666,7.16e-05,0.0736,0.0787,0.225,118.306,4,black-metal,,,,,,,,,0.6226829,0.014515961,0.22523499,0.07418371,0.004586426,0.009872972,0.015276132,0.03364684
1749,2165,6001,7v9HNMlAe2UBaEhvaCk5wX,Make Them Suffer,Doomswitch,Doomswitch,58,275205,True,0.25,0.952,9,-4.059,0,0.209,2.45e-05,0.0135,0.0892,0.126,143.022,3,black-metal,,,,,,,,,0.56310904,0.038575828,0.24921142,0.051136818,0.009159374,0.01965246,0.03841025,0.030744731
1750,2166,6004,6WuqJLVZcyJklg7lIozAO8,Cradle Of Filth,Nymphetamine Special Edition,Nymphetamine Fix,54,302360,False,0.462,0.905,0,-3.825,0,0.0438,0.00066,0.0402,0.0839,0.253,122.925,3,black-metal,,,,,,,,,0.59696335,0.018909927,0.28734386,0.031043082,0.0039437683,0.011457753,0.013696186,0.036641993
1751,2167,6006,5wWRdIjndDOh1j4OXAPpdD,Mayhem,Deathcrush,Deathcrush,51,212986,False,0.219,0.908,7,-8.505,1,0.1,1.92e-06,0.933,0.319,0.208,121.476,3,black-metal,,,,,,,,,0.7109075,0.01505057,0.18776192,0.03539409,0.002892847,0.007599058,0.011022016,0.029371995
1752,2168,6017,4AP3a7eEOlz5sTJiWnv2C6,Mayhem,De Mysteriis Dom Sathanas,Freezing Moon,56,383053,False,0.168,0.974,4,-9.116,1,0.112,3.05e-05,0.641,0.0752,0.0943,93.424,4,black-metal,,,,,,,,,0.6728715,0.020830369,0.20781304,0.034186848,0.0036515882,0.010983677,0.014527875,0.03513512
1753,2169,6023,0bKs1y9PTFBddM9qj0JGvb,Dimmu Borgir,Puritanical Euphoric Misanthropia,Puritania,54,186488,False,0.303,0.969,8,-2.466,1,0.162,9.03e-05,0.844,0.417,0.163,109.384,5,black-metal,,,,,,,,,0.5619281,0.050776467,0.24641041,0.03323585,0.008211437,0.021923812,0.035913527,0.041600358
1754,2170,6026,5v3TSHYm8BzbON2u6QBEG7,Burzum,Filosofem,Dunkelheit,52,425066,False,0.295,0.545,4,-9.214,0,0.0442,1.5e-06,0.891,0.585,0.438,54.669,4,black-metal,,,,,,,,,0.51891464,0.039771643,0.27609426,0.059831873,0.009284609,0.023676142,0.037048973,0.035377897
1755,2171,6032,6IvxXL0dqXJlgIoIFfMqFA,Satyricon,"Now, Diabolical",K.I.N.G,52,216346,False,0.533,0.954,9,-6.632,1,0.0505,9.66e-06,0.398,0.051,0.398,129.758,4,black-metal,,,,,,,,,0.4367877,0.03149451,0.42494398,0.03873769,0.006060969,0.016253404,0.022989267,0.022732498
1756,2172,6062,0GoyU0X4nwqUigVwBPSDen,Mayhem,Deathcrush,Chainsaw Gutsfuck,50,212760,True,0.249,0.828,3,-10.821,0,0.0685,3.04e-06,0.951,0.112,0.279,120.23,5,black-metal,,,,,,,,,0.7041702,0.010956233,0.1888773,0.04282871,0.0032072673,0.0064170803,0.010077809,0.03346537
1757,2173,6070,0A4Xb4Io50uHnHZ1V8x2KC,Behemoth,Opvs Contra Natvram,The Deathless Sun,51,283336,False,0.265,0.962,2,-4.871,1,0.108,1.27e-05,0.000862,0.4,0.156,167.759,4,black-metal,,,,,,,,,0.37795043,0.082807444,0.30075416,0.062912405,0.020293282,0.038027704,0.08356829,0.03368631
1758,2174,6102,4nwkxiAVNFMlF360A80vqQ,Vader,Tibi Et Igni,Triumph of Death,52,225920,False,0.555,0.959,1,-4.58,1,0.0668,2.68e-05,0.543,0.0969,0.299,102.531,4,black-metal,,,,,,,,,0.46516842,0.052180097,0.32162023,0.038965512,0.012315915,0.02478124,0.049937263,0.03503133
1759,2175,6316,0snhTvHSZ5ACrvdcVWeCDS,Make Them Suffer,How To Survive A Funeral,Erase Me,51,224610,False,0.488,0.903,6,-5.244,1,0.0698,0.000103,0.000219,0.218,0.189,94.037,4,black-metal,,,,,,,,,0.6078619,0.03487471,0.2042519,0.05215667,0.00838291,0.018056951,0.037825402,0.036589593
1760,2176,6510,3WLUCqIJd8JS8jc3wwaC8Q,Carnifex,Bury Me in Blasphemy,The Heretic Anthem,50,252068,False,0.499,0.979,1,-5.938,1,0.125,2.68e-05,0.054,0.175,0.105,101.009,4,black-metal,,,,,,,,,0.721213,0.01803705,0.14438678,0.049529023,0.0039716396,0.010790059,0.015106332,0.036966093
1761,2177,6650,5XaueS6W32nmVOFqYsmoCr,Angelmaker,Dissentient,Leech,50,285160,True,0.254,0.98,0,-4.348,1,0.138,0.00014,0.0659,0.306,0.0399,125.023,4,black-metal,,,,,,,,,0.73963284,0.015666103,0.1426143,0.029630488,0.0037761258,0.009054127,0.014780352,0.04484564
1762,2178,7000,5qm0KiVKMXW1kq6VrnIhz5,Eric Johnson,Ah Via Musicom,Cliffs Of Dover - Instrumental,59,249767,False,0.449,0.775,7,-12.029,1,0.0405,0.162,0.149,0.248,0.313,94.907,4,bluegrass,,,,,,,,,0.57853484,0.023669796,0.30424747,0.035742644,0.0035109357,0.012291797,0.014196369,0.02780616
1763,2179,7001,5VYOUBkObeGOnCt30YDTJ3,Mipso,Edges Run,People Change,64,212853,False,0.373,0.276,7,-14.945,1,0.0357,0.883,0.0124,0.122,0.409,79.204,4,bluegrass,,,,,,,,,0.69948035,0.016815769,0.1659386,0.0407476,0.004489942,0.011063235,0.015753884,0.04571058
1764,2180,7002,0f7OHfUNNs5DGTijGFPalp,Alison Krauss;Brad Paisley,A Hundred Miles Or More: A Collection,Whiskey Lullaby,52,260826,False,0.532,0.371,2,-8.908,1,0.0334,0.817,0.0,0.131,0.161,74.47,4,bluegrass,,,,,,,,,0.5985026,0.03834562,0.22211008,0.03581519,0.0079468945,0.019415673,0.031258367,0.046605583
1765,2181,7003,6HveTIMynTMzTc5L0TcS20,Alison Krauss & Union Station,Now That I've Found You: A Collection,When You Say Nothing At All,64,260800,False,0.514,0.243,3,-12.348,1,0.0288,0.752,0.00054,0.0822,0.388,171.816,4,bluegrass,,,,,,,,,0.6762678,0.026816214,0.15657789,0.05380996,0.0065489043,0.014500579,0.028210733,0.037267935
1766,2182,7052,73C8vVm2BRLLBQ8FH6N6Qm,Jerry Douglas;Paul Simon;Mumford & Sons,Traveler,The Boxer feat. Mumford & Sons and Paul Simon,58,245106,False,0.502,0.372,0,-10.996,1,0.0313,0.677,5.61e-05,0.104,0.257,98.607,4,bluegrass,,,,,,,,,0.63330823,0.02978237,0.19381021,0.04146034,0.007093175,0.01606867,0.026172563,0.05230451
1767,2183,7100,7rVp7JknHf1lmd7ay6n0RR,John Berry,John Berry,Your Love Amazes Me,54,233906,False,0.589,0.382,10,-12.332,1,0.0249,0.402,1.23e-06,0.116,0.218,75.497,4,bluegrass,,,,,,,,,0.7044937,0.016345106,0.1825894,0.027258823,0.0033666089,0.009800477,0.013321786,0.042824168
1768,2184,7101,53DVsTZvB16BDP30XmfSef,Watchhouse,Such Jubilee,Old Ties and Companions,66,188946,False,0.657,0.368,7,-9.978,1,0.0281,0.884,0.00293,0.109,0.522,116.221,4,bluegrass,,,,,,,,,0.46857443,0.022937348,0.39404586,0.05539608,0.004948633,0.012824347,0.017776944,0.023496278
1769,2185,7102,46LI9mnlQ8fJHH47ioBubg,Alison Krauss & Union Station,A Tribute Album,When You Say Nothing At All,57,261120,False,0.509,0.242,3,-13.353,1,0.0291,0.714,0.000365,0.127,0.448,169.642,4,bluegrass,,,,,,,,,0.6762678,0.026816214,0.15657789,0.05380996,0.0065489043,0.014500579,0.028210733,0.037267935
1770,2186,7151,11TmWrHkxwtVcCtEdAXjJA,Watchhouse,Such Jubilee,Daylight,69,193533,False,0.582,0.371,2,-9.585,0,0.028,0.912,0.00784,0.108,0.163,128.756,4,bluegrass,,,,,,,,,0.596974,0.027400827,0.25801605,0.042274065,0.0055920454,0.015108746,0.021140408,0.03349385
1771,2187,7200,3CiZBMNMkRm8CzPD4ZLM6C,Sarah Jarosz,Undercurrent,Take Me Back,58,154200,False,0.416,0.192,11,-12.525,1,0.034,0.911,1.5e-05,0.107,0.222,102.49,4,bluegrass,,,,,,,,,0.67528945,0.02375011,0.18700641,0.029992957,0.0055912524,0.011707569,0.022336584,0.044325728
1772,2188,7203,2oeEe3EdRBaUPRHmIbgQLU,Sarah Jarosz,I Still Haven't Found What I'm Looking For / my future,I Still Haven't Found What I'm Looking For,61,212157,False,0.587,0.141,1,-9.386,1,0.0308,0.919,5.41e-06,0.103,0.505,105.38,4,bluegrass,,,,,,,,,0.4468468,0.019137902,0.44131032,0.043826036,0.0036321513,0.011181185,0.011936832,0.022128748
1773,2189,7207,7MdoheA6np37rjQOG42SYF,Alison Krauss;John Waite,A Hundred Miles Or More: A Collection,Missing You,53,281306,False,0.598,0.736,11,-6.536,1,0.0238,0.00167,0.00179,0.194,0.418,103.233,4,bluegrass,,,,,,,,,0.72506094,0.020678164,0.16404909,0.028236687,0.0032376791,0.010231169,0.013427149,0.03507912
1774,2190,7209,4KM77RUl2IKdXGhtOBbKIS,Tennessee Ernie Ford,Sixteen Tons,Sixteen Tons,59,155901,False,0.667,0.25,11,-18.533,1,0.217,0.757,0.0,0.25,0.412,144.145,4,bluegrass,,,,,,,,,0.6241356,0.022604337,0.2065974,0.06291616,0.0067578047,0.012534597,0.02614157,0.03831245
1775,2191,7210,6NTIKfyWCP3Nm2zWB16o88,Sara Watkins,Young In All The Wrong Ways,Without A Word,55,238560,False,0.579,0.171,11,-14.495,1,0.0303,0.901,0.000308,0.111,0.389,136.311,4,bluegrass,,,,,,,,,0.6845065,0.019151771,0.16568132,0.034574423,0.0062434403,0.011113263,0.021384787,0.057344545
1776,2192,7250,0laEXE6mKdErCC67yhsHaO,Mipso,Mipso,Caroline,52,215040,False,0.622,0.357,9,-15.463,1,0.0496,0.936,0.315,0.113,0.39,97.077,4,bluegrass,,,,,,,,,0.72662395,0.019275637,0.14950903,0.039510254,0.0037319157,0.010975885,0.016290752,0.034082606
1777,2193,7251,7CEV9VwA8XO9wwxTXgYKvY,The Avett Brothers,I And Love And You,I And Love And You,62,300840,False,0.424,0.264,2,-9.984,1,0.0298,0.831,7.08e-05,0.0763,0.169,139.593,4,bluegrass,,,,,,,,,0.57450503,0.03900196,0.2129579,0.071419716,0.00984327,0.01851682,0.039763827,0.033991456
1778,2194,7300,2XgGdD5d2MW4RNx8KnIjVh,Old Crow Medicine Show,O.C.M.S.,Wagon Wheel,67,232133,False,0.621,0.403,9,-8.211,1,0.0359,0.581,0.0,0.114,0.634,145.523,4,bluegrass,,,,,,,,,0.78024,0.010332705,0.14134479,0.027698658,0.0018475224,0.0054103467,0.0069231205,0.026202854
1779,2195,7302,6f249Hnx4ZO5Ioug2uS4r9,Sara Watkins,Under the Pepper Tree,Night Singing,50,131248,False,0.426,0.056,11,-18.751,0,0.0347,0.955,0.00612,0.11,0.0728,131.127,4,bluegrass,,,,,,,,,0.82891154,0.007928372,0.0944087,0.020964328,0.0015026211,0.0039235633,0.005151813,0.03720906
1780,2196,7428,1nMlHxWuPc5P9Y5nGvenlj,The Avett Brothers,True Sadness,I Wish I Was,58,316440,False,0.491,0.299,11,-8.86,1,0.0317,0.806,0.0,0.188,0.265,109.329,4,bluegrass,,,,,,,,,0.6333482,0.018732382,0.18844448,0.091177754,0.005759015,0.010195101,0.02088061,0.03146246
1781,2198,7453,3P6OwCX7Ofiaaqtvujb6i5,Tennessee Ernie Ford,Vintage Collections,Sixteen Tons,56,158306,False,0.693,0.324,11,-15.085,1,0.205,0.796,0.0,0.246,0.382,144.14,4,bluegrass,,,,,,,,,0.6241356,0.022604337,0.2065974,0.06291616,0.0067578047,0.012534597,0.02614157,0.03831245
1782,2199,7459,724mTUDtMwxfB2G023Kerf,Aoife O'Donovan;Taylor Ashton,Loretta,Loretta,59,148522,False,0.536,0.419,3,-9.122,1,0.0453,0.971,9.43e-05,0.151,0.571,97.322,4,bluegrass,,,,,,,,,0.77711356,0.014812581,0.12461468,0.022991324,0.002620686,0.007173278,0.010883847,0.039790053
1783,2200,7465,0ymhUnNSuTEdKCRYEVpWOS,Crooked Still,Shaken By A Low Sound,Ain't No Grave,54,201506,False,0.533,0.552,5,-9.874,0,0.0352,0.399,0.481,0.103,0.847,180.048,4,bluegrass,,,,,,,,,0.6181996,0.029919194,0.17774433,0.07689089,0.0090173725,0.015665919,0.036488213,0.03607448
1784,2201,7650,0FJbyybRjxOyalg9M9q6IJ,Tennessee Ernie Ford,Songs Of The Civil War,Union Dixie,53,142066,False,0.794,0.671,5,-6.896,1,0.0332,0.644,0.0,0.343,0.978,105.683,4,bluegrass,,,,,,,,,0.6600697,0.017164258,0.19686095,0.08306319,0.0034035097,0.008579711,0.014409071,0.016449565
1785,2202,7700,7FqrsV0vBwNiQNQI6jfzni,The Devil Makes Three,The Devil Makes Three,Old Number Seven,60,200720,False,0.571,0.427,11,-7.574,1,0.0405,0.202,0.0,0.1,0.894,142.454,4,bluegrass,,,,,,,,,0.7157254,0.013997432,0.18930312,0.031783015,0.0026783645,0.0076653645,0.0105009135,0.028346436
1786,2203,7734,711WfDztCZpnmJg7Uvwod3,The Avett Brothers,True Sadness,No Hard Feelings,57,314680,False,0.485,0.319,5,-8.525,1,0.031,0.686,2.81e-05,0.117,0.195,142.119,3,bluegrass,,,,,,,,,0.6093152,0.011302999,0.2617919,0.05540838,0.0038783574,0.008098635,0.011811954,0.038392592
1787,2204,7750,3PUln07oXes6xzvFFBnPO1,Watchhouse,New Star,New Star,56,185728,False,0.683,0.488,2,-8.733,1,0.0266,0.605,0.0554,0.13,0.424,113.387,4,bluegrass,,,,,,,,,0.6993088,0.018737093,0.19654432,0.027444683,0.003466369,0.009132791,0.013849294,0.031516638
1788,2205,7751,2whwQ5AcH84MhNIXoAYKdi,Watchhouse,This Side of Jordan,Cavalry,58,196493,False,0.48,0.273,2,-11.045,1,0.0319,0.913,0.000135,0.0911,0.438,124.238,4,bluegrass,,,,,,,,,0.568995,0.02383533,0.31147712,0.052572757,0.0033216318,0.010485524,0.013021008,0.016291605
1789,2206,7802,6VfY0sgS4j4JpFQH8kk4XA,Watchhouse,Blindfaller,Wildfire,60,329893,False,0.648,0.352,4,-10.11,1,0.0278,0.692,0.262,0.106,0.173,121.461,4,bluegrass,,,,,,,,,0.5215921,0.036828138,0.2922038,0.061129965,0.0074075903,0.021907011,0.028105965,0.03082552
1790,2207,7851,24jpjPR3hZ1VAQOWr9sd0t,Aoife O'Donovan,B61,B61,55,221842,False,0.48,0.198,1,-16.495,1,0.04,0.815,0.00275,0.12,0.162,137.863,4,bluegrass,,,,,,,,,0.64224166,0.020984737,0.20603204,0.059903946,0.0056509227,0.012437812,0.021033294,0.03171553
1791,2208,7853,1I9dSqB5XSdwOfn9M8zpRg,Sarah Jarosz,Build Me Up From Bones,Build Me Up From Bones,52,216173,False,0.53,0.283,5,-11.962,1,0.0367,0.876,0.000141,0.106,0.282,114.982,4,bluegrass,,,,,,,,,0.7983018,0.013811687,0.097607814,0.024835331,0.0027081198,0.006625479,0.009970185,0.046139635
1792,2209,7855,7wStk0361hcPEtJc4KbOPf,Sarah Jarosz,Blue Heron Suite,Morning,54,208746,False,0.573,0.341,7,-11.324,1,0.0327,0.854,0.0436,0.107,0.334,128.989,4,bluegrass,,,,,,,,,0.6299521,0.0278066,0.22211817,0.040245816,0.0056632,0.0143471565,0.021942955,0.037923995
1793,2211,7950,0trVnybi3L9TLXvMgSYoYG,Watchhouse,Such Jubilee,Settled Down,55,183733,False,0.599,0.294,5,-10.222,1,0.0279,0.851,0.0384,0.102,0.308,118.207,4,bluegrass,,,,,,,,,0.3675863,0.052195482,0.34900957,0.05945608,0.021079661,0.03370419,0.06876382,0.048204895
1794,2212,8000,5MAK1nd8R6PWnle1Q1WJvh,Everybody Loves an Outlaw,I See Red,I See Red,77,230613,False,0.509,0.448,4,-7.552,0,0.0357,0.00713,0.0137,0.244,0.221,156.909,3,blues,,,,,,,,,0.5912885,0.042770002,0.17009458,0.052658617,0.0142798005,0.019329583,0.057126876,0.052452024
1795,2213,8001,2tznHmp70DxMyr2XhWLOW0,Cage The Elephant,Melophobia,Cigarette Daydreams,79,208760,False,0.636,0.676,2,-3.442,1,0.0263,0.0807,0.0,0.0831,0.273,113.98,4,blues,,,,,,,,,0.6129815,0.022047022,0.25136015,0.034999937,0.0055094706,0.012197901,0.020021003,0.040883034
1796,2214,8002,7vguMCv8uVuZLiQJ156u3Z,Sam Tinnesz;Yacht Money,Play with Fire (feat. Yacht Money),Play with Fire (feat. Yacht Money),76,180690,False,0.573,0.539,2,-6.091,0,0.0322,0.0162,1.16e-05,0.105,0.39,75.012,4,blues,,,,,,,,,0.69717085,0.01934587,0.18937571,0.032253377,0.00321132,0.01042008,0.012708279,0.035514552
1797,2215,8003,3dPQuX8Gs42Y7b454ybpMR,The White Stripes,Elephant,Seven Nation Army,84,232106,False,0.743,0.446,4,-7.807,0,0.0683,0.0039,0.118,0.337,0.278,123.596,4,blues,,,,,,,,,0.6432905,0.020991314,0.2349322,0.036319867,0.003909086,0.011590509,0.015075289,0.033891246
1798,2216,8004,6zC0mpGYwbNTpk9SKwh08f,Eric Clapton,Slowhand 35th Anniversary (Super Deluxe),Wonderful Tonight,76,225026,False,0.572,0.214,7,-15.625,1,0.0293,0.649,0.129,0.125,0.485,95.542,4,blues,,,,,,,,,0.6685739,0.01660751,0.21591784,0.041081443,0.0036547538,0.009127683,0.0132233165,0.03181357
1799,2217,8005,7K0WZ75nHqj450OYd3ZywF,The EverLove,Walk Through Fire,I'm Dangerous,65,243329,False,0.691,0.841,8,-7.026,0,0.0436,0.00438,4.44e-05,0.31,0.755,92.025,4,blues,,,,,,,,,0.7081612,0.016335063,0.16678928,0.049071793,0.0037462036,0.009257776,0.01475861,0.031880174
